BAGIAN B: DATA SARANA PRASARANA (Sapras),,,,,,,,
Konsentrasi Keahlian,,":  Teknik Komputer dan Jaringan                                                
",,,,,,
7,Optical Power Meter (OPM),Untuk mengukur kekuatan sinyal optik,4 unit,,,,,
8,Optical Time Domain Reflectometer (OTDR),Untuk mengukur parameter sinyal optik,4 unit,,,,,
9,Fluke Tester,Untuk mengecek kondisi kabel jaringan,4 unit,,,,,
10,MCU Training Set,Untuk pembelajaran mikrokontroler,4 unit,,,,,
11,Digital Trainer Board Microcontroller,Trainer mikrokontroler,4 unit,,,,,
12,Aplikasi Software Pengendali Mikro,Software simulasi,4 paket,,,,,
13,Tool Set,Kit peralatan perbaikan,4 set,,,,,
6. TAMBAHAN PERALATAN PADA RUANG INSTALASI JARINGAN KOMPUTER,,,,,,,,
No,Nama Peralatan,Spesifikasi Minimal,Jumlah Standar,Jumlah Tersedia,Kondisi (Baik/Rusak),Kesesuaian dengan Standar Industri Terkini (Ya/Tidak/ Sebagian),Keterangan,
1,IP PBX,"Sentral telepon PBX berbasis IP, integrated 2 FXO + 2 FXS port, protokol SIP, IAX2, codec G.711, G.722, G.726, G.729A",6 set,,,,,
2,IP Phone,"Telepon berbasis SIP, 10/100BASE-T, 3-way conference, multi-language support, PoE integrated",6 unit,,,,,
3,RFID Training Kit,"Untuk praktik sistem RFID, dilengkapi base unit, board programming, board RFID, RFID tags",6 set,,,,,
4,Simulator Jaringan,"Untuk simulasi jaringan kondisi nyata, dilengkapi patch panel, VGA port, USB port, LCD monitor, meja trainer, switch panel, media converter, routerboard, modem 3G/4G, antena sectoral",6 set,,,,,
5,Network Simulator,"Untuk simulasi jaringan, dilengkapi application layer protocol module, routing layer protocol module, physical layer protocol module, media converter dengan SFP module",4 set,,,,,
6,IP Camera WiFi,"CMOS 1 MP, Pan/Tilt, HD p2p, wifi 802.11b/g/n, Ethernet 100 Mbps RJ-45, support HTTP, FTP, TCP/IP, UDP, SMTP, DHCP, PPPoE, DDNS, UPnP",4 unit,,,,,
7. PERALATAN SUB RUANG PRAKTIK FIBER OPTIK,,,,,,,,
No,Nama Peralatan,Spesifikasi Minimal,Jumlah Standar,Jumlah Tersedia,Kondisi (Baik/Rusak),Kesesuaian dengan Standar Industri Terkini (Ya/Tidak/ Sebagian),Keterangan,
1,Optical Network Unit (ONU),"GPON ONT, 1 port gigabit, 1 port FXS, 2.4G WiFi",4 unit,,,,,
2,OTB 12 Core,"Untuk terminasi kabel fiber optik, 12 core",4 unit,,,,,
3,Roset,Kotak penghubung indoor optik ke CPE,4 unit,,,,,
4,Patch Cord Fiber Optic,"Type SC/DC-LC UPC, single mode duplex, panjang 3 meter",4 unit,,,,,
5,SC Adapter,"Untuk menghubungkan konektor serat optik, tipe SC-FC UPC",4 unit,,,,,
6,Pigtail,"Untuk terminasi kabel fiber optik, berbagai core",4 unit,,,,,
8. TAMBAHAN RUANG PRAKTIK DESAIN GRAFIS,,,,,,,,
No,Nama Peralatan,Spesifikasi Minimal,Jumlah Standar,Jumlah Tersedia,Kondisi (Baik/Rusak),Kesesuaian dengan Standar Industri Terkini (Ya/Tidak/ Sebagian),Keterangan,
1,Komputer Grafis,"Untuk pengolahan gambar berbasis pixel dan raster, spesifikasi tinggi",4 unit,,,,,
2,Software Grafis Editing (Pixel),Software editing gambar berbasis pixel (setara Adobe Photoshop),4 paket,,,,,
3,Software Grafis Editing (Vektor),"Software editing gambar berbasis vektor (setara CorelDraw, Adobe Illustrator)",4 paket,,,,,
4,Pen Tablet,"Stylus tanpa kabel, tekanan 8192 levels, dilengkapi penghapus",4 unit,,,,,
9. TAMBAHAN RUANG PEMROGRAMAN DASAR,,,,,,,,
No,Nama Peralatan,Spesifikasi Minimal,Jumlah Standar,Jumlah Tersedia,Kondisi (Baik/Rusak),Kesesuaian dengan Standar Industri Terkini (Ya/Tidak/ Sebagian),Keterangan,
1,PC/Computer,"Untuk pembelajaran pemrograman dasar, monitor 23.8 inch, wireless mouse, OS Windows 10 Home",4 unit,,,,,
2,Software Dasar,Software untuk pembelajaran pemrograman,4 paket,,,,,
10. KELENGKAPAN SMART CLASSROOM,,,,,,,,
No,Nama Peralatan,Jumlah Standar,Jumlah Tersedia,Kondisi,Kesesuaian dengan Standar Industri Terkini (Ya/Tidak/ Sebagian),Keterangan,,
1,Smart Board / Whiteboard Interaktif,1 unit,,,,,,
2,Smart TV Videoconference,1 unit,,,,,,
3,HD Pro Cam / Live Casting,1 unit,,,,,,
4,Smart Table Interaktif,1 unit,,,,,,
5,Smart Controlroom Console,1 unit,,,,,,
6,Smart Document Camera,1 unit,,,,,,
7,"Platform Pendukung (Student Response System, digital learning content, mobile learning)",1 paket,,,,,,
11. KELENGKAPAN KESELAMATAN DAN KESEHATAN KERJA (K3),,,,,,,,
No,Komponen,Standar Minimal,Jumlah Standar,Jumlah Tersedia,Kondisi (Baik/Rusak),Kesesuaian dengan Standar Industri Terkini (Ya/Tidak/ Sebagian),Keterangan,
1,APAR (Alat Pemadam Api Ringan),"Tersedia, terisi, dan berkala uji",4 unit,,,,,
2,Hydrant Box dan Alarm,"Berfungsi, mudah diakses",1 set,,,,,
3,Smoke Detector,"Terpasang di area rawan, berfungsi",4 unit,,,,,
4,Sprinkler,Terpasang sesuai ketentuan,1 set,,,,,
5,P3K Kit,Isi lengkap dan tidak kadaluarsa,2 unit,,,,,
6,"APD (masker, sarung tangan, safety shoes)",Tersedia dan sesuai standar,18 set,,,,,
7,Jalur Evakuasi dan Titik Kumpul,Ada rambu yang jelas dan mudah dilihat,1 set,,,,,
8,Rambu K3 dan Poster Keselamatan,Terpasang di area strategis,10 buah,,,,,
9,Fasilitas Cuci Tangan (CTPS),Dengan air mengalir dan sabun,2 unit,,,,,
10,Prosedur Kesehatan (Covid-19),Poster protokol kesehatan terpasang,5 buah,,,,,
12. KELENGKAPAN UTILITAS DAN BANGUNAN,,,,,,,,
No,Komponen,Standar Minimal,Sesuai Standar Minimal,Tidak Sesuai Standar Minimal,Keterangan,,,
1,Jaringan Internet,Tersedia dan dapat diakses,,,,,,
2,Pencahayaan Alami dan Buatan ,Minimal 250 lux (SNI 03-6197-2000),,,,,,
3,Ventilasi Udara ,Sirkulasi udara baik (SNI 03-6572-2001),,,,,,
4,Toilet Terpisah Pria/Wanita,Minimal 1 pria + 1 wanita,,,,,,
5,Sumber Air Bersih,Tersedia dan mengalir lancar,,,,,,
6,Instalasi Listrik yang Aman ,Sesuai PUIL 2011 (SNI 0225:2011),,,,,,
7,Stop Kontak 1 Phase,Jarak masing-masing 3 m,,,,,,
8,Sistem Penangkal Petir,"SNI 03-7015-2004, grounding ≤5 Ohm",,,,,,
13. PENERAPAN BUDAYA KERJA INDUSTRI,,,,,,,,
No,Komponen,"Ada, Efektif","Ada, Tidak Efektif",Tidak Ada,Keterangan,,,
1,"Penerapan 5R (Ringkas, Rapi, Resik, Rawat, Rajin)",,,,,,,
2,Poster/Infografis 5S/5R terpasang,,,,,,,
3,Penerapan Budaya Safety/K3 (C.A.N.T.I.K./T.A.M.P.A.N.),,,,,,,
4,Poster/Infografis K3 terpasang,,,,,,,
5,SOP Penggunaan Peralatan tersedia,,,,,,,
6,Jadwal Pemeliharaan Peralatan tersedia,,,,,,,
7,Buku Log Penggunaan Ruang Praktik,,,,,,,
8,Prosedur Masuk Ruang (Protokol Kesehatan) terpasang,,,,,,,
